rule,repository,commit,file,cell,line,source,label,rationale,reviewer,reviewed_on
QXL000,jakobmina/websteria,b4afdc12d1b3ec4981aa41bccdbad26c2ee5f00d,notebooks/attention.ipynb,2,39,"C73         <- 35L                    # C(7,3) = 7×5",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,jakobmina/websteria,b4afdc12d1b3ec4981aa41bccdbad26c2ee5f00d,souldierAI/PRN/policy.py,,3,"def __init__(self, norm.description:str):",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,jakobmina/websteria,b4afdc12d1b3ec4981aa41bccdbad26c2ee5f00d,souldierAI/logic/evaluator.py,,10,pass,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,jakobmina/websteria,b4afdc12d1b3ec4981aa41bccdbad26c2ee5f00d,static/ibm-q/open/main/instance.py,,1,importv os,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,minnie1012/qc-portfolio-optimization,0ebd5d14419ded716b9258b6e8f94f31b1f24890,results/classical-algos/medium_0040.py,,1,◆ QC Portfolio Benchmark  quick_test.py,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,minnie1012/qc-portfolio-optimization,0ebd5d14419ded716b9258b6e8f94f31b1f24890,results/classical-algos/small_0024.py,,1,◆ QC Portfolio Benchmark  quick_test.py,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,minnie1012/qc-portfolio-optimization,0ebd5d14419ded716b9258b6e8f94f31b1f24890,results/classical-algos/tiny_0000.py,,1,◆ QC Portfolio Benchmark  quick_test.py,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,mit-han-lab/torchquantum,8dc3255c51477dd4c28892049571df032c77e2ff,old_examples/ICCAD22_tutorial/sec1_basic.ipynb,14,1,! pip install pennylane,false-positive,"IPython shell escape, not Python. The magic detector required a letter after the `!`, so `! cmd`, `!{sys.executable} ...` and `!./cmd` were left in the cell and it failed to parse. Fixed on 2026-08-09; qxlint no longer reports this line.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,mit-han-lab/torchquantum,8dc3255c51477dd4c28892049571df032c77e2ff,old_examples/ICCAD22_tutorial/sec1_basic.ipynb,25,1,! wget https://www.dropbox.com/s/1rtttfxoo02s09e/h2_new.txt,false-positive,"IPython shell escape, not Python. The magic detector required a letter after the `!`, so `! cmd`, `!{sys.executable} ...` and `!./cmd` were left in the cell and it failed to parse. Fixed on 2026-08-09; qxlint no longer reports this line.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,mit-han-lab/torchquantum,8dc3255c51477dd4c28892049571df032c77e2ff,old_examples/ICCAD22_tutorial/sec3_gate.ipynb,44,1,! pip install qiskit,false-positive,"IPython shell escape, not Python. The magic detector required a letter after the `!`, so `! cmd`, `!{sys.executable} ...` and `!./cmd` were left in the cell and it failed to parse. Fixed on 2026-08-09; qxlint no longer reports this line.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,mit-han-lab/torchquantum,8dc3255c51477dd4c28892049571df032c77e2ff,old_examples/QCE22_tutorial/sec1_basic.ipynb,16,1,! pip install pennylane,false-positive,"IPython shell escape, not Python. The magic detector required a letter after the `!`, so `! cmd`, `!{sys.executable} ...` and `!./cmd` were left in the cell and it failed to parse. Fixed on 2026-08-09; qxlint no longer reports this line.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,mit-han-lab/torchquantum,8dc3255c51477dd4c28892049571df032c77e2ff,old_examples/QCE22_tutorial/sec1_basic.ipynb,27,1,! wget https://www.dropbox.com/s/1rtttfxoo02s09e/h2_new.txt,false-positive,"IPython shell escape, not Python. The magic detector required a letter after the `!`, so `! cmd`, `!{sys.executable} ...` and `!./cmd` were left in the cell and it failed to parse. Fixed on 2026-08-09; qxlint no longer reports this line.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,mit-han-lab/torchquantum,8dc3255c51477dd4c28892049571df032c77e2ff,old_examples/QCE22_tutorial/sec2_gate.ipynb,44,1,! pip install qiskit,false-positive,"IPython shell escape, not Python. The magic detector required a letter after the `!`, so `! cmd`, `!{sys.executable} ...` and `!./cmd` were left in the cell and it failed to parse. Fixed on 2026-08-09; qxlint no longer reports this line.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,mit-han-lab/torchquantum,8dc3255c51477dd4c28892049571df032c77e2ff,sec1_basic.ipynb,16,1,! pip install pennylane,false-positive,"IPython shell escape, not Python. The magic detector required a letter after the `!`, so `! cmd`, `!{sys.executable} ...` and `!./cmd` were left in the cell and it failed to parse. Fixed on 2026-08-09; qxlint no longer reports this line.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,mit-han-lab/torchquantum,8dc3255c51477dd4c28892049571df032c77e2ff,sec1_basic.ipynb,27,1,! wget https://www.dropbox.com/s/1rtttfxoo02s09e/h2_new.txt,false-positive,"IPython shell escape, not Python. The magic detector required a letter after the `!`, so `! cmd`, `!{sys.executable} ...` and `!./cmd` were left in the cell and it failed to parse. Fixed on 2026-08-09; qxlint no longer reports this line.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,mit-han-lab/torchquantum,8dc3255c51477dd4c28892049571df032c77e2ff,sec2_gate.ipynb,45,1,! pip install qiskit,false-positive,"IPython shell escape, not Python. The magic detector required a letter after the `!`, so `! cmd`, `!{sys.executable} ...` and `!./cmd` were left in the cell and it failed to parse. Fixed on 2026-08-09; qxlint no longer reports this line.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,pfaustLouKy/cse696,738c37f10c8e9199180c3a5f2eaf11595b3f2ab8,MLtutorial.ipynb,28,1,CLassical ML SVM,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,pfaustLouKy/cse696,738c37f10c8e9199180c3a5f2eaf11595b3f2ab8,MLtutorial.ipynb,29,2,"clf.fit(X_train, Y_train)+",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,pfaustLouKy/cse696,738c37f10c8e9199180c3a5f2eaf11595b3f2ab8,phase_estimation.ipynb,1,1,Controlled-U operation,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,timowhite88/Farnsworth,1d51c1a6b7d6cc0a009a114a20f6205fce5885b3,staging_review/auto_112719_32_20260202_112719/kimi_ui.py,,77,async function fetchGoodNews() {,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,timowhite88/Farnsworth,1d51c1a6b7d6cc0a009a114a20f6205fce5885b3,staging_review/auto_112719_32_20260202_112719/phi_ui.py,,123,border: 1px solid #c3e6cb;,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,timowhite88/Farnsworth,1d51c1a6b7d6cc0a009a114a20f6205fce5885b3,staging_review/auto_120933_34_20260202_120933/deepseek_farnsworth_ui_notifications.py,,76,function displayNotification(message) {,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,timowhite88/Farnsworth,1d51c1a6b7d6cc0a009a114a20f6205fce5885b3,staging_review/auto_120933_34_20260202_120933/kimi_farnsworth_ui_notifications.py,,69,function displayNotification(message) {,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,timowhite88/Farnsworth,1d51c1a6b7d6cc0a009a114a20f6205fce5885b3,staging_review/auto_120933_34_20260202_120933/phi_farnsworth_ui_notifications.py,,71,function displayNotification(message) {,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,timowhite88/Farnsworth,1d51c1a6b7d6cc0a009a114a20f6205fce5885b3,staging_review/auto_141534_45_20260202_141534/deepseek_farnsworth_web_ui_features.py,,35,.highlight { margin-bottom: 20px; padding: 10px; border: 1px solid #ccc; },true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,timowhite88/Farnsworth,1d51c1a6b7d6cc0a009a114a20f6205fce5885b3,staging_review/auto_141534_45_20260202_141534/kimi_ui_features.py,,79,<!DOCTYPE html>,true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,timowhite88/Farnsworth,1d51c1a6b7d6cc0a009a114a20f6205fce5885b3,staging_review/auto_141534_45_20260202_141534/phi_farnsworth_web_templates_community_highlights.html.jinja2.py,,14,li { margin-bottom: 10px; border-bottom: 1px solid #ccc; },true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,timowhite88/Farnsworth,1d51c1a6b7d6cc0a009a114a20f6205fce5885b3,staging_review/auto_204650_8_20260204_204652/deepseek_farnsworth_ui_greeting.py,,13,import React from 'react',true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL000,timowhite88/Farnsworth,1d51c1a6b7d6cc0a009a114a20f6205fce5885b3,staging_review/auto_231243_1_20260131_231243/deepseek_farnsworthDynamicUI.py,,26,"def is_expanding(self, **kwargs=None):",true-positive-unparsable,"Source the interpreter cannot parse. Every .py finding was cross checked by handing the same file to CPython compile(), which rejected all of them.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL101,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/QML/2731.py,,75,probs = shots_res.get_counts(),true-positive,"get_counts() on a V2 result object. The receiver was traced back to its constructor through the import, including 'as' aliases.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL101,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/QML/2731.py,,122,counts = result.get_counts(),true-positive,"get_counts() on a V2 result object. The receiver was traced back to its constructor through the import, including 'as' aliases.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL101,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/QML/4693.py,,93,result = samp.run(qc).result().get_counts(),true-positive,"get_counts() on a V2 result object. The receiver was traced back to its constructor through the import, including 'as' aliases.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL101,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/QML/4693.py,,103,result = samp.run(qc).result().get_counts(),true-positive,"get_counts() on a V2 result object. The receiver was traced back to its constructor through the import, including 'as' aliases.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL101,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/QML/4693.py,,132,latent_counts = samp.run(x_qc).result().get_counts(),true-positive,"get_counts() on a V2 result object. The receiver was traced back to its constructor through the import, including 'as' aliases.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL101,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/QML/4841.py,,92,"sample_counts = sampler.run(bound, shots=shots).result().get_counts()",true-positive,"get_counts() on a V2 result object. The receiver was traced back to its constructor through the import, including 'as' aliases.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL101,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/QML/5443.py,,95,counts = result.get_counts(self._circuit),true-positive,"get_counts() on a V2 result object. The receiver was traced back to its constructor through the import, including 'as' aliases.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL102,BillSkarlatos/Perturbative_Kraus_Noise_Reduction,a6ca1255f897b11d251a89d034ccaedb9e5b7b63,real.py,,76,counts_real = result_real.quasi_dists[0],true-positive,"quasi_dists read from a V2 PrimitiveResult. qiskit_ibm_runtime.Sampler is SamplerV2 from 0.38 onward, verified on 0.48.0 by identity check.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL102,BillSkarlatos/Perturbative_Kraus_Noise_Reduction,a6ca1255f897b11d251a89d034ccaedb9e5b7b63,real.py,,85,counts_optimized = result_opt.quasi_dists[0],true-positive,"quasi_dists read from a V2 PrimitiveResult. qiskit_ibm_runtime.Sampler is SamplerV2 from 0.38 onward, verified on 0.48.0 by identity check.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL102,Cyptopimpinainteazy/bumbott,1a379b3e449476f9d790a19f94d4c80a22d245f6,quantum_trader.py,,68,quasi_dists = result.quasi_dists[0],true-positive,"quasi_dists read from a V2 PrimitiveResult. qiskit_ibm_runtime.Sampler is SamplerV2 from 0.38 onward, verified on 0.48.0 by identity check.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL102,DamianKobylinski/HackYeah2023_KNML_TEAM_2_QUANTUM_ART,60363bf942bf4e20d9583cd8246c167925134c2d,src/quantum_made_easy.py,,54,return list(result.quasi_dists.values()),true-positive,"quasi_dists read from a V2 PrimitiveResult. qiskit_ibm_runtime.Sampler is SamplerV2 from 0.38 onward, verified on 0.48.0 by identity check.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL102,anandk3012/sdes-vqa,e246008f433f1a001db94c9444fada3f4f76fa22,notebooks/visualization_testing.ipynb,39,23,exp_value = float(result.values[0]),true-positive,"EstimatorV2 result read through the V1 `values` field. Verified on Qiskit 2.5.2 that a V2 PrimitiveResult raises AttributeError for it, from either primitive; the V2 spelling is result[i].data.evs.","claude-opus-5, pending confirmation by the maintainer",2026-08-22
QXL102,cluna80/AMD-Hackathon,9fbfd16e9b676be6ce1a62bd5e424dbf85bfc5b5,first_quantum_job.py,,47,"print(f""📈 Measurement distribution: {result.quasi_dists[0]}"")",true-positive,"quasi_dists read from a V2 PrimitiveResult. qiskit_ibm_runtime.Sampler is SamplerV2 from 0.38 onward, verified on 0.48.0 by identity check.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL102,cluna80/AMD-Hackathon,9fbfd16e9b676be6ce1a62bd5e424dbf85bfc5b5,first_quantum_job.py,,50,counts = result.quasi_dists[0],true-positive,"quasi_dists read from a V2 PrimitiveResult. qiskit_ibm_runtime.Sampler is SamplerV2 from 0.38 onward, verified on 0.48.0 by identity check.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL102,eKidenge/IBM_Quantum_Experiment,d6b421a45d2e0957f2e388750eaf5b46407f7b19,experiments/fixed_circuit.py,,36,counts = result.quasi_dists[0],true-positive,"quasi_dists read from a V2 PrimitiveResult. qiskit_ibm_runtime.Sampler is SamplerV2 from 0.38 onward, verified on 0.48.0 by identity check.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL102,eKidenge/IBM_Quantum_Experiment,d6b421a45d2e0957f2e388750eaf5b46407f7b19,experiments/simple_test.py,,24,"print(f""Results: {result.quasi_dists}"")",true-positive,"quasi_dists read from a V2 PrimitiveResult. qiskit_ibm_runtime.Sampler is SamplerV2 from 0.38 onward, verified on 0.48.0 by identity check.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL102,eKidenge/IBM_Quantum_Experiment,d6b421a45d2e0957f2e388750eaf5b46407f7b19,first_circuit.py,,43,counts = result.quasi_dists[0],true-positive,"quasi_dists read from a V2 PrimitiveResult. qiskit_ibm_runtime.Sampler is SamplerV2 from 0.38 onward, verified on 0.48.0 by identity check.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL102,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/ML/3600.py,,323,probs.append(result.quasi_dists[0][0]),true-positive,"quasi_dists read from a V2 PrimitiveResult. qiskit_ibm_runtime.Sampler is SamplerV2 from 0.38 onward, verified on 0.48.0 by identity check.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL102,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/QML/3600.py,,138,return np.array(result.quasi_dists[0]),true-positive,"quasi_dists read from a V2 PrimitiveResult. qiskit_ibm_runtime.Sampler is SamplerV2 from 0.38 onward, verified on 0.48.0 by identity check.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL103,Ali-hey-0/Qiskit,9b2b5ddffeaf3e9d7732cc154977eb51b099e3cf,test/python/primitives/test_backend_sampler_v2.py,,762,result = sampler.run([qc]).result(),true-positive-intentional,"Circuit with no measurement handed to a Sampler, in Qiskit's own test suite, where the test asserts exactly that behaviour.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL103,Ali-hey-0/Qiskit,9b2b5ddffeaf3e9d7732cc154977eb51b099e3cf,test/python/primitives/test_statevector_sampler.py,,303,_ = sampler.run([qc3]).result(),true-positive-intentional,"Circuit with no measurement handed to a Sampler, in Qiskit's own test suite, where the test asserts exactly that behaviour.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL103,Ali-hey-0/Qiskit,9b2b5ddffeaf3e9d7732cc154977eb51b099e3cf,test/python/primitives/test_statevector_sampler.py,,624,result = sampler.run([qc]).result(),true-positive-intentional,"Circuit with no measurement handed to a Sampler, in Qiskit's own test suite, where the test asserts exactly that behaviour.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL103,HAMEEMM/qiskit,91a612319281fcb887252cd63edcace8c66b874b,test/python/primitives/test_backend_sampler_v2.py,,1400,result = sampler.run([qc]).result(),true-positive-intentional,Duplicate of Qiskit/qiskit.,"claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL103,HAMEEMM/qiskit,91a612319281fcb887252cd63edcace8c66b874b,test/python/primitives/test_statevector_sampler.py,,309,_ = sampler.run([qc3]).result(),true-positive-intentional,Duplicate of Qiskit/qiskit; this repository is an unforked copy of the Qiskit tree.,"claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL103,HAMEEMM/qiskit,91a612319281fcb887252cd63edcace8c66b874b,test/python/primitives/test_statevector_sampler.py,,633,result = sampler.run([qc]).result(),true-positive-intentional,Duplicate of Qiskit/qiskit.,"claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL103,Qiskit/qiskit,dded8c800684e587e449287be9b14dd8621fe7f5,test/python/primitives/test_backend_sampler_v2.py,,803,result = sampler.run([qc]).result(),true-positive-intentional,"test_no_cregs for BackendSamplerV2, same shape as above.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL103,Qiskit/qiskit,dded8c800684e587e449287be9b14dd8621fe7f5,test/python/primitives/test_statevector_sampler.py,,307,_ = sampler.run([qc3]).result(),true-positive-intentional,"qc3 = QuantumCircuit(1,1) with a for_loop body and no measure; the test asserts QiskitError. The circuit genuinely has no measurement.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL103,Qiskit/qiskit,dded8c800684e587e449287be9b14dd8621fe7f5,test/python/primitives/test_statevector_sampler.py,,629,result = sampler.run([qc]).result(),true-positive-intentional,test_no_cregs: QuantumCircuit(2) with assertWarns(UserWarning). The test asserts exactly the behaviour QXL103 describes.,"claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,Ali-hey-0/Qiskit,9b2b5ddffeaf3e9d7732cc154977eb51b099e3cf,test/python/circuit/test_circuit_load_from_qpy.py,,312,qc.assign_parameters({theta: 3.14}),true-positive,"Circuit method returning a new circuit, called as a bare statement. Verified on Qiskit 2.5.1 that compose, assign_parameters and decompose all default to returning rather than mutating.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,Ali-hey-0/Qiskit,9b2b5ddffeaf3e9d7732cc154977eb51b099e3cf,test/python/circuit/test_instructions.py,,266,circ.inverse(),true-positive,"Circuit method returning a new circuit, called as a bare statement. Verified on Qiskit 2.5.1 that compose, assign_parameters and decompose all default to returning rather than mutating.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,Ali-hey-0/Qiskit,9b2b5ddffeaf3e9d7732cc154977eb51b099e3cf,test/python/transpiler/test_sabre_swap.py,,228,"qc.compose(CCXGate().definition, [0, 1, 2], [])  # Unroll CCX to 2q operations.",true-positive,"Circuit method returning a new circuit, called as a bare statement. Verified on Qiskit 2.5.1 that compose, assign_parameters and decompose all default to returning rather than mutating.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,CasperStaahl/QIC-Mini-Project,aa7c72b32551e9166a567e6f8c015d1de80c20b5,main.py,,170,"qc_atom.compose(qc_base, list(range(1, qc_base.num_qubits + 1)))",true-positive,"qc_atom.compose(qc_base, ...) discarded, then qc_atom returned. The returned circuit never contains qc_base. A real defect in a third party project.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,HAMEEMM/qiskit,91a612319281fcb887252cd63edcace8c66b874b,test/python/circuit/test_circuit_load_from_qpy.py,,325,qc.assign_parameters({theta: 3.14}),true-positive,Duplicate of Qiskit/qiskit.,"claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,HAMEEMM/qiskit,91a612319281fcb887252cd63edcace8c66b874b,test/python/circuit/test_instructions.py,,276,circ.inverse(),true-positive,Duplicate of Qiskit/qiskit.,"claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,HAMEEMM/qiskit,91a612319281fcb887252cd63edcace8c66b874b,test/python/transpiler/test_sabre_swap.py,,228,"qc.compose(CCXGate().definition, [0, 1, 2], [])  # Unroll CCX to 2q operations.",true-positive,Duplicate of Qiskit/qiskit; unforked copy of the tree.,"claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,Qiskit/qiskit,dded8c800684e587e449287be9b14dd8621fe7f5,test/python/circuit/test_circuit_load_from_qpy.py,,331,qc.assign_parameters({theta: 3.14}),true-positive,"qc.assign_parameters({theta: 3.14}) discarded, so the parameter stays unbound and the round trip exercises an unbound circuit.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,Qiskit/qiskit,dded8c800684e587e449287be9b14dd8621fe7f5,test/python/circuit/test_instructions.py,,265,circ.inverse(),true-positive,"circ.inverse() discarded on a freshly built circuit. Harmless here because the circuit is empty, but the statement does nothing.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,Qiskit/qiskit,dded8c800684e587e449287be9b14dd8621fe7f5,test/python/transpiler/test_sabre_swap.py,,292,"qc.compose(CCXGate().definition, [0, 1, 2], [])  # Unroll CCX to 2q operations.",true-positive,"qc.compose(CCXGate().definition, [0,1,2], [])  # Unroll CCX to 2q operations. The comment states the intent, compose defaults to inplace=False, so the unroll never happens. A real defect in Qiskit's own test.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/ML/4001.py,,90,"ansatz.compose(_conv_layer(n_qubits, ""c1""))",true-positive,"Circuit method returning a new circuit, called as a bare statement. Verified on Qiskit 2.5.1 that compose, assign_parameters and decompose all default to returning rather than mutating.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/ML/4001.py,,91,"ansatz.compose(_pool_layer(list(range(n_qubits)), list(range(n_qubits, 2*n_qubits)), ""p1""))",true-positive,"Circuit method returning a new circuit, called as a bare statement. Verified on Qiskit 2.5.1 that compose, assign_parameters and decompose all default to returning rather than mutating.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/ML/4001.py,,92,"ansatz.compose(_conv_layer(n_qubits, ""c2""))",true-positive,"Circuit method returning a new circuit, called as a bare statement. Verified on Qiskit 2.5.1 that compose, assign_parameters and decompose all default to returning rather than mutating.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/ML/4001.py,,93,"ansatz.compose(_pool_layer([0,1,2,3], [4,5,6,7], ""p2""))",true-positive,"Circuit method returning a new circuit, called as a bare statement. Verified on Qiskit 2.5.1 that compose, assign_parameters and decompose all default to returning rather than mutating.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/ML/4001.py,,94,"ansatz.compose(_conv_layer(2, ""c3""))",true-positive,"Circuit method returning a new circuit, called as a bare statement. Verified on Qiskit 2.5.1 that compose, assign_parameters and decompose all default to returning rather than mutating.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/ML/4001.py,,95,"ansatz.compose(_pool_layer([0], [1], ""p3""))",true-positive,"Circuit method returning a new circuit, called as a bare statement. Verified on Qiskit 2.5.1 that compose, assign_parameters and decompose all default to returning rather than mutating.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/QML/1921.py,,52,encode_qc.decompose(encode),true-positive,"Circuit method returning a new circuit, called as a bare statement. Verified on Qiskit 2.5.1 that compose, assign_parameters and decompose all default to returning rather than mutating.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/QML/2624.py,,130,"zfm.assign_parameters(params, qubits=list(range(num_qubits)))",true-positive,"Circuit method returning a new circuit, called as a bare statement. Verified on Qiskit 2.5.1 that compose, assign_parameters and decompose all default to returning rather than mutating.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
QXL104,runtsang/Q-Bridge,3eaccadabbd593982d89216c08ff4c30fcd2f826,ML-2-QML/QML/2727.py,,74,feature_map.decompose(),true-positive,"Circuit method returning a new circuit, called as a bare statement. Verified on Qiskit 2.5.1 that compose, assign_parameters and decompose all default to returning rather than mutating.","claude-opus-5, pending confirmation by the maintainer",2026-08-09
